COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata
4374725,2061101128,,1149607,86687,86696,2061101128,HUNEDOARA,,,1,"""LICEUL DE ARTE """"SIGISMUND TODUȚĂ"""" DEVA""",LICEUL DE ARTE SIGISMUND TODUTA DEVA,DEVA,Ciprian Porumbescu,
,2062102658,2061100968,,91330,91429,2062102658,HUNEDOARA,,,,ȘCOALA PRIMARĂ PĂULIȘ,SCOALA PRIMARA PAULIS,PĂULIŞ,,
527216,2061100475,,527216,87996,88029,2061100475,HUNEDOARA,,,163,ȘCOALA GIMNAZIALĂ PETROS BARU,SCOALA GIMNAZIALA PETROS BARU,PETROS,,
29033855,2061100534,,526054,86883,86892,2061100534,HUNEDOARA,,,6,LICEUL TEORETIC GHELARI,LICEUL TEORETIC GHELARI,GHELARI,Salcamului,
,2062101987,2061100154,,89428,89516,2062101987,HUNEDOARA,,,14 A,ŞCOALA PRIMARĂ RĂDULEŞTI,SCOALA PRIMARA RADULESTI,RĂDULEŞTI,,
29060272,2061100389,,527955,88788,88797,2061100389,HUNEDOARA,,,48,"""ȘCOALA GIMNAZIALĂ """"ION BUTEANU"""" BUCEȘ""",SCOALA GIMNAZIALA ION BUTEANU BUCES,BUCEŞ,,
,2062102432,2061101024,,87665,87674,2062102432,HUNEDOARA,,,,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 SIMERIA,GRADINITA CU PROGRAM PRELUNGIT NR 1 SIMERIA,SIMERIA,,
,2062101847,2061101078,,90663,90681,2062101847,HUNEDOARA,,,,ȘCOALA PRIMARĂ BOBÎLNA,SCOALA PRIMARA BOBILNA,BOBÂLNA,,
,2062101182,2061100638,,87077,87086,2062101182,HUNEDOARA,,,68,ŞCOALA GIMNAZIALĂ NR. 6 PETRILA,SCOALA GIMNAZIALA NR 6 PETRILA,PETRILA,Cartier 8 Martie,
,2062101517,2061100118,,89954,90057,2062101517,HUNEDOARA,,,21,ŞCOALA PRIMARĂ TEIU,SCOALA PRIMARA TEIU,TEIU,Principala,
29070853,2061100041,,529745,91116,91125,2061100041,HUNEDOARA,,,67,ŞCOALA PRIMARĂ SĂLAŞU DE SUS,SCOALA PRIMARA SALASU DE SUS,SĂLAŞU DE SUS,Principala,
,2062102355,2061100516,,88644,88715,2062102355,HUNEDOARA,,,125,ŞCOALA PRIMARĂ MĂCEU,SCOALA PRIMARA MACEU,MĂCEU,,
,2062103008,2061100864,,87424,87451,2062103008,HUNEDOARA,,,68,ŞCOALA PRIMARĂ BATIZ,SCOALA PRIMARA BATIZ,BATIZ,,
,2062102631,2061100968,,91330,91358,2062102631,HUNEDOARA,,,,ȘCOALA PRIMARĂ BĂLATA,SCOALA PRIMARA BALATA,BĂLATA,,
,2062102545,2061100475,,87996,88010,2062102545,HUNEDOARA,,,,ŞCOALA PRIMARĂ LIVADIA,SCOALA PRIMARA LIVADIA,LIVADIA,,
,2062102988,2061100864,,87424,87433,2062102988,HUNEDOARA,,,1,ŞCOALA PRIMARĂ CĂLAN ORAUL VECHI,SCOALA PRIMARA CALAN ORAUL VECHI,CĂLAN,Aurel Vlaicu,
27329863,2061100674,,1181681,86990,87004,2061100674,HUNEDOARA,,,6,"""COLEGIUL TEHNIC """"DIMITRIE LEONIDA"""" PETROȘANI""",COLEGIUL TEHNIC DIMITRIE LEONIDA PETROSANI,PETROŞANI,22.dec,
,2062102183,2061103279,,90342,90397,2062102183,HUNEDOARA,,,,ȘCOALA PRIMARĂ GRĂDIȘTE,SCOALA PRIMARA GRADISTE,GRĂDIŞTEA DE MUNTE,,
,2062101693,2061100977,,91795,91857,2062101693,HUNEDOARA,,,,ȘCOALA PRIMARĂ CIUNGANI,SCOALA PRIMARA CIUNGANI,CIUNGANI,,
29001098,2061100457,,529460,90725,90734,2061100457,HUNEDOARA,,,22,ŞCOALA GIMNAZIALĂ RĂCHITOVA,SCOALA GIMNAZIALA RACHITOVA,RĂCHITOVA,,
,2062101535,2061100118,,89954,90020,2062101535,HUNEDOARA,,,24,ŞCOALA PRIMARĂ LĂPUGIU DE SUS,SCOALA PRIMARA LAPUGIU DE SUS,LĂPUGIU DE SUS,Principala,
,2062102373,2061100516,,88644,88760,2062102373,HUNEDOARA,,,130,ŞCOALA PRIMARĂ VÎLCELE BUNE,SCOALA PRIMARA VILCELE BUNE,VÂLCELELE BUNE,,
4471299,2061203431,,203212824,87745,87754,2061203431,HUNEDOARA,,,2,GRĂDINIȚA SAMARITEANUL BAIA DE CRIȘ,GRADINITA SAMARITEANUL BAIA DE CRIS,BAIA DE CRIŞ,GĂRII,
,2062102613,2061103157,,88261,88314,2062102613,HUNEDOARA,,,,GRĂDINIŢA CU PROGRAM NORMAL ORĂŞTIOARA DE JOS,GRADINITA CU PROGRAM NORMAL ORASTIOARA DE JOS,ORĂŞTIOARA DE JOS,,
4521303,2061100611,,529903,91447,91456,2061100611,HUNEDOARA,,,48,ŞCOALA PRIMARĂ TOMEŞTI,SCOALA PRIMARA TOMESTI,TOMEŞTI,,
12984708,2061100923,,526456,87139,87148,2061100923,HUNEDOARA,,,16,"""LICEUL TEHNOLOGIC """"RETEZAT"""" URICANI""",LICEUL TEHNOLOGIC RETEZAT URICANI,URICANI,Republicii,
16171724,2061103103,,526157,86990,87004,2061103103,HUNEDOARA,,,,"""ȘCOALA GIMNAZIALĂ """"ION GHEORGHE DUCA"""" PETROȘANI""",SCOALA GIMNAZIALA ION GHEORGHE DUCA PETROSANI,PETROŞANI,ST. O. IOSIF NR. 4,
29006311,2061100552,,528088,89080,89099,2061100552,HUNEDOARA,,,,ȘCOALA PRIMARĂ BURJUC,SCOALA PRIMARA BURJUC,BURJUC,,
29058353,2061100561,,530201,91731,91740,2061100561,HUNEDOARA,,,33,ȘCOALA PRIMARĂ GENERAL BERTHELOT,SCOALA PRIMARA GENERAL BERTHELOT,GENERAL BERTHELOT,Principala,
28996318,2061100941,,530237,91937,91946,2061100941,HUNEDOARA,,,,ŞCOALA GIMNAZIALĂ VĂLIŞOARA,SCOALA GIMNAZIALA VALISOARA,VĂLIŞOARA,,
,2062102251,2061103234,,90538,90609,2062102251,HUNEDOARA,,,90,ȘCOALA PRIMARĂ OHABA PONOR,SCOALA PRIMARA OHABA PONOR,OHABA-PONOR,Principala,
,2062102233,2061103234,,90538,90618,2062102233,HUNEDOARA,,,20,ȘCOALA PRIMARĂ PONOR,SCOALA PRIMARA PONOR,PONOR,Principala,
4374857,2081101088,,3129534,86990,87004,2081101088,HUNEDOARA,,,79,CLUBUL SPORTIV ȘCOLAR PETROȘANI,CLUBUL SPORTIV SCOLAR PETROSANI,PETROŞANI,1 Decembrie 1918,
4374989,2061100796,,524214,87291,87308,2061100796,HUNEDOARA,,,25-27,"""GRĂDINIȚA CU PROGRAM PRELUNGIT """"FLOARE DE COLȚ"""" BRAD""",GRADINITA CU PROGRAM PRELUNGIT FLOARE DE COLT BRAD,BRAD,HOREA,
29033774,2061100579,,530160,91624,91679,2061100579,HUNEDOARA,,,,ŞCOALA PRIMARĂ REEA,SCOALA PRIMARA REEA,REEA,,
,2062102007,2061100819,,89801,89829,2062102007,HUNEDOARA,,,147,ŞCOALA PRIMĂRA BANPOTOC,SCOALA PRIMARA BANPOTOC,BANPOTOC,Principala,
29000947,2061103089,,530079,91535,91599,2061103089,HUNEDOARA,,,,ŞCOALA PRIMARĂ HĂŞDĂU,SCOALA PRIMARA HASDAU,HĂŞDĂU,,
,2062102717,2061100448,,86810,86865,2062102717,HUNEDOARA,,,,ŞCOALA PRIMARĂ HĂŞDAT,SCOALA PRIMARA HASDAT,HĂŞDAT,,
