COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata,
,2462101927,2461100374,,108348,108357,2462101927,MARAMUREŞ,,,302,SCOALA GIMNAZIALA IOAN HOREA MOISEI,SCOALA GIMNAZIALA IOAN HOREA MOISEI,MOISEI,DN 17 C,,
26968060,2461101099,,6019819,106559,106568,2461101099,MARAMUREŞ,,,6,SCOALA GIMNAZIALA DE ARTE SIGHETU MARMATIEI,SCOALA GIMNAZIALA DE ARTE SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,M. EMINESCU,,
26691163,2461100546,,579506,106318,106327,2461100546,MARAMUREŞ,,,84,"""SCOALA GIMNAZIALA """"AVRAM IANCU"""" BAIA MARE""",SCOALA GIMNAZIALA AVRAM IANCU BAIA MARE,BAIA MARE,VICTORIEI,,
14133783,2461101895,,1227681,106318,106327,2461101895,MARAMUREŞ,,,,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA BAIA MARE,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA BAIA MARE,BAIA MARE,08.mar,,
28985432,2461100763,,580842,106817,106826,2461100763,MARAMUREŞ,,,2,GRADINITA CU PROGRAM PRELUNGIT TARGU LAPUS,GRADINITA CU PROGRAM PRELUNGIT TARGU LAPUS,TÂRGU LĂPUŞ,M.EMINESCU,,
26974739,2461103499,,580024,106559,106568,2461103499,MARAMUREŞ,,,27,SCOALA GIMNAZIALA NR. 10 SIGHETU MARMATIEI,SCOALA GIMNAZIALA NR 10 SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,UNIRII,,
3627420,2461100804,,580672,106817,106826,2461100804,MARAMUREŞ,,,39,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA TARGU LAPUS,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA TARGU LAPUS,TÂRGU LĂPUŞ,PIATA EROILOR,,
,2462103065,2461100659,7078135,106684,106719,2462103065,MARAMUREŞ,,,17,GRADINITA CU PROGRAM NORMAL TAUTII DE SUS,GRADINITA CU PROGRAM NORMAL TAUTII DE SUS,TĂUŢII DE SUS,FORESTIERULUI,,
26606923,2461101538,,579611,106318,106327,2461101538,MARAMUREŞ,,,26a,"""SCOALA GIMNAZIALA """"ION LUCA CARAGIALE"""" BAIA MARE""",SCOALA GIMNAZIALA ION LUCA CARAGIALE BAIA MARE,BAIA MARE,Traian,,
,2462102512,2461101262,,108491,108516,2462102512,MARAMUREŞ,,,112,SCOALA PRIMARA BERCHEZ,SCOALA PRIMARA BERCHEZ,BERCHEZ,PRINCIPALA,,
