COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,str,wikidata
,1662100446,1661105917,,74171,74206,1662100446,DOLJ,,,,SCOALA PRIMARA SMADOVICIOARA DE SECU,SCOALA PRIMARA SMADOVICIOARA DE SECU,SMADOVICIOARA DE SECU,,
15001616,1661101881,,479354,71457,71466,1661101881,DOLJ,,,,SCOALA GIMNAZIALA CALOPAR,SCOALA GIMNAZIALA CALOPAR,CALOPĂR,,
15115599,1661105555,,480810,73594,73601,1661105555,DOLJ,,,,"""SCOALA GIMNAZIALA """"HENRI COANDA"""" PERISOR""",SCOALA GIMNAZIALA HENRI COANDA PERISOR,PERIŞOR,,
15065261,1661104735,,482349,70174,70272,1661104735,DOLJ,,,,SCOALA GIMNAZIALA LESILE,SCOALA GIMNAZIALA LESILE,LEŞILE,,
,1662103621,1661102032,,70520,70548,1662103621,DOLJ,,,,SCOALA GIMNAZIALA BOURENI,SCOALA GIMNAZIALA BOURENI,BOURENI,,
,1662102579,1661102041,,72819,72855,1662102579,DOLJ,,,,SCOALA PRIMARA BUSULETU,SCOALA PRIMARA BUSULETU,BUSULEŢU,,
,1662102109,1661105261,,70414,70478,1662102109,DOLJ,,,,SCOALA GIMNAZIALA RACARII DE SUS,SCOALA GIMNAZIALA RACARII DE SUS,RĂCARII DE SUS,SCOLII,
,1662103259,1661102023,,74073,74082,1662103259,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NR. 1 SCAESTI,GRADINITA CU PROGRAM NORMAL NR 1 SCAESTI,SCĂEŞTI,,
17105842,1661104893,,1087081,70352,70361,1661104893,DOLJ,,,,"""SCOALA GIMNAZIALA """"CONSTANTIN GEROTA"""" CALAFAT""",SCOALA GIMNAZIALA CONSTANTIN GEROTA CALAFAT,CALAFAT,T.VLADIMIRESCU NR. 52,
,1662102819,1661105338,,69900,69919,1662102819,DOLJ,,,,"""GRADINITA CU PROGRAM PRELUNGIT """"GANDACELUL"""" CRAIOVA""",GRADINITA CU PROGRAM PRELUNGIT GANDACELUL CRAIOVA,CRAIOVA,,
,1662103431,1661105799,,72953,72962,1662103431,DOLJ,,,,GRADINITA CU PROGRAM NORMAL LIPOVU,GRADINITA CU PROGRAM NORMAL LIPOVU,LIPOVU,,
15057587,1661105763,,478946,70897,70904,1661105763,DOLJ,,,1009,SCOALA GIMNAZIALA BISTRET,SCOALA GIMNAZIALA BISTRET,BISTREŢ,PRINCIPALĂ,
,1662102742,1661101922,,74931,73825,1662102742,DOLJ,,,,SCOALA PRIMARA MILOVAN,SCOALA PRIMARA MILOVAN,MILOVAN,,
,1662100523,1661106072,,69900,70076,1662100523,DOLJ,,,,SCOALA PRIMARA IZVORU RECE CRAIOVA,SCOALA PRIMARA IZVORU RECE CRAIOVA,IZVORUL RECE,,
,1662101135,1661105962,,70110,70129,1662101135,DOLJ,,,,GRADINITA CU PROGRAM PRELUNGIT PODARI,GRADINITA CU PROGRAM PRELUNGIT PODARI,PODARI,,
,1662100428,1661101899,,70352,70361,1662100428,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NR. 4 CALAFAT,GRADINITA CU PROGRAM NORMAL NR 4 CALAFAT,CALAFAT,,
